gene_id	chrom_start	chrom_end	description	gene_id	gene_synonym	gene
gene_05600	6477198	6477647	Ontology_term:GO:0045893, Ontology_term:GO:0003677, Ontology_term:GO:0003700, Ontology_term:GO:0046872, gene:cadR, go_function:DNA binding|0003677||IEA, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:metal ion binding|0046872||IEA, go_process:positive regulation of DNA-templated transcription|0045893||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007897786.1, product:Cd(II)/Pb(II)-responsive transcriptional regulator, protein_id:WP_011064066.1	HH203_RS28175		cadR
gene_05601	6477663	6478250	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093435.1, product:undecaprenyl-diphosphatase, protein_id:WP_011064067.1	HH203_RS28180		
gene_05602	6478427	6479398	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007247028.1, product:thymidylate synthase, protein_id:WP_011064068.1	HH203_RS28185		
gene_05603	6479445	6480254	Ontology_term:GO:0009249, Ontology_term:GO:0008961, Ontology_term:GO:0016020, gene:lgt, go_function:phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|0008961||IEA, go_process:protein lipoylation|0009249||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064069.1, product:prolipoprotein diacylglyceryl transferase, protein_id:WP_011064069.1	HH203_RS28190		lgt
gene_05604	6480336	6481118	Ontology_term:GO:0006810, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011336421.1, product:sulfite exporter TauE/SafE family protein, protein_id:WP_011064070.1	HH203_RS28195		
gene_05605	6481242	6481988	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008068022.1, product:NRDE family protein, protein_id:WP_011064071.1	HH203_RS28200		
gene_05606	6482062	6484341	gene:ptsP, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008150516.1, product:phosphoenolpyruvate--protein phosphotransferase, protein_id:WP_011064072.1	HH203_RS28205		ptsP
gene_05607	6484364	6484843	Ontology_term:GO:0016787, go_function:hydrolase activity|0016787||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249027.1, product:RNA pyrophosphohydrolase, protein_id:WP_011064073.1	HH203_RS28210		
gene_05608	6484988	6485644	Ontology_term:GO:0016311, Ontology_term:GO:0016791, Ontology_term:GO:0046872, go_function:phosphatase activity|0016791||IEA, go_function:metal ion binding|0046872||IEA, go_process:dephosphorylation|0016311||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017341327.1, product:HAD family hydrolase, protein_id:WP_011064074.1	HH203_RS28215		
gene_05609	6485695	6486162	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017903259.1, product:DUF2269 domain-containing protein, protein_id:WP_011064075.1	HH203_RS28220		
gene_05610	6486159	6487415	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093431.1, product:SDR family oxidoreductase, protein_id:WP_011064076.1	HH203_RS28225		
gene_05611	6487431	6487859	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019580573.1, product:DUF2269 family protein, protein_id:WP_011064077.1	HH203_RS28230		
gene_05612	6487900	6489414	Ontology_term:GO:0009097, Ontology_term:GO:0004794, gene:ilvA, go_function:threonine deaminase activity|0004794||IEA, go_process:isoleucine biosynthetic process|0009097||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249022.1, product:threonine ammonia-lyase, biosynthetic, protein_id:WP_011064078.1	HH203_RS28235		ilvA
gene_05613	6489617	6490288	Ontology_term:GO:0009052, Ontology_term:GO:0004751, gene:rpiA, go_function:ribose-5-phosphate isomerase activity|0004751||IEA, go_process:pentose-phosphate shunt, non-oxidative branch|0009052||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249021.1, product:ribose-5-phosphate isomerase RpiA, protein_id:WP_011064079.1	HH203_RS28240		rpiA
gene_05614	6490358	6491263	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093430.1, product:SdiA-regulated domain-containing protein, protein_id:WP_011064080.1	HH203_RS28245		
gene_05615	6491365	6492291	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637405.1, product:SdiA-regulated domain-containing protein, protein_id:WP_041774518.1	HH203_RS28250		
gene_05616	6492457	6493122	Ontology_term:GO:0003824, go_function:catalytic activity|0003824||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003213842.1, product:fumarylacetoacetate hydrolase family protein, protein_id:WP_011064082.1	HH203_RS28255		
gene_05617	6493166	6494560	Ontology_term:GO:0016491, Ontology_term:GO:0050660, go_function:oxidoreductase activity|0016491||IEA, go_function:flavin adenine dinucleotide binding|0050660||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017139510.1, product:FAD-binding oxidoreductase, protein_id:WP_011064083.1	HH203_RS28260		
gene_05618	6494765	6495994	Ontology_term:GO:0016616, Ontology_term:GO:0051287, gene:serA, go_function:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|0016616||IEA, go_function:NAD binding|0051287||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249007.1, product:phosphoglycerate dehydrogenase, protein_id:WP_011064084.1	HH203_RS28265		serA
gene_05619	6496055	6496492	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007945575.1, product:DUF4399 domain-containing protein, protein_id:WP_011064085.1	HH203_RS28270		
gene_05620	6496625	6497410	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064086.1, product:transporter substrate-binding domain-containing protein, protein_id:WP_011064086.1	HH203_RS28275		
gene_05621	6497560	6498048	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064087.1, product:DUF523 domain-containing protein, protein_id:WP_011064087.1	HH203_RS28280		
gene_05622	6498051	6498683	Ontology_term:GO:0016491, go_function:oxidoreductase activity|0016491||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019650182.1, product:2OG-Fe(II) oxygenase, protein_id:WP_011064088.1	HH203_RS28285		
gene_05623	6498845	6499597	inference:COORDINATES: similar to AA sequence:RefSeq:WP_010167815.1, product:DUF2059 domain-containing protein, protein_id:WP_011064089.1	HH203_RS28290		
gene_05624	6499732	6500670	Ontology_term:GO:0016787, go_function:hydrolase activity|0016787||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064090.1, product:alpha/beta hydrolase, protein_id:WP_011064090.1	HH203_RS28295		
gene_05625	6500781	6501368	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637409.1, product:DUF6436 domain-containing protein, protein_id:WP_011064091.1	HH203_RS28300		
gene_05626	6501464	6503884	Ontology_term:GO:0016811, go_function:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|0016811||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093424.1, product:penicillin acylase family protein, protein_id:WP_011064092.1	HH203_RS28305		
gene_05627	6503975	6504943	Ontology_term:GO:0003677, Ontology_term:GO:0003700, go_function:DNA binding|0003677||IEA, go_function:DNA-binding transcription factor activity|0003700||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003213876.1, product:GlxA family transcriptional regulator, protein_id:WP_011064093.1	HH203_RS28310		
gene_05628	6505149	6505790	inference:COORDINATES: similar to AA sequence:RefSeq:WP_003229240.1, product:HD domain-containing protein, protein_id:WP_011064094.1	HH203_RS28315		
gene_05629	6505939	6506829	Ontology_term:GO:0055085, Ontology_term:GO:0016020, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_018928638.1, product:ABC transporter permease subunit, protein_id:WP_011064095.1	HH203_RS28320		
gene_05630	6506826	6507707	Ontology_term:GO:0055085, Ontology_term:GO:0016020, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_016983797.1, product:ABC transporter permease subunit, protein_id:WP_169892555.1	HH203_RS28325		
gene_05631	6507743	6508885	Ontology_term:GO:0015846, Ontology_term:GO:0005524, Ontology_term:GO:0015417, Ontology_term:GO:0009898, Ontology_term:GO:0055052, gene:potA, go_function:ATP binding|0005524||IEA, go_function:ABC-type polyamine transporter activity|0015417||IEA, go_process:polyamine transport|0015846||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_248993.1, product:polyamine ABC transporter ATP-binding protein, protein_id:WP_011064097.1	HH203_RS28330		potA
gene_05632	6508957	6510051	inference:COORDINATES: similar to AA sequence:RefSeq:WP_005792355.1, product:polyamine ABC transporter substrate-binding protein, protein_id:WP_011064098.1	HH203_RS28335		
gene_05633	6510241	6511338	inference:COORDINATES: similar to AA sequence:RefSeq:WP_002555765.1, product:polyamine ABC transporter substrate-binding protein, protein_id:WP_026020018.1	HH203_RS28340		
gene_05634	6511523	6512887	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015097273.1, product:aspartate aminotransferase family protein, protein_id:WP_011064100.1	HH203_RS28345		
gene_05635	6512944	6514302	Ontology_term:GO:0006542, Ontology_term:GO:0004356, Ontology_term:GO:0005524, go_function:glutamine synthetase activity|0004356||IEA, go_function:ATP binding|0005524||IEA, go_process:glutamine biosynthetic process|0006542||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_248989.1, product:glutamine synthetase family protein, protein_id:WP_011064101.1	HH203_RS28350		
gene_05636	6514341	6515123	inference:COORDINATES: similar to AA sequence:RefSeq:WP_014340746.1, product:gamma-glutamyl-gamma-aminobutyrate hydrolase family protein, protein_id:WP_011064102.1	HH203_RS28355		
gene_05637	6515402	6516778	Ontology_term:GO:0006542, Ontology_term:GO:0004356, Ontology_term:GO:0005524, go_function:glutamine synthetase activity|0004356||IEA, go_function:ATP binding|0005524||IEA, go_process:glutamine biosynthetic process|0006542||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_250730.1, product:glutamine synthetase family protein, protein_id:WP_011064103.1	HH203_RS28360		
gene_05638	6516919	6517557	Ontology_term:GO:0006355, Ontology_term:GO:0003677, Ontology_term:GO:0003700, go_function:DNA binding|0003677||IEA, go_function:DNA-binding transcription factor activity|0003700||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637414.1, product:TetR/AcrR family transcriptional regulator, protein_id:WP_011064104.1	HH203_RS28365		
gene_05639	6517566	6518483	Ontology_term:GO:0015937, Ontology_term:GO:0004594, gene:coaA, go_function:pantothenate kinase activity|0004594||IEA, go_process:coenzyme A biosynthetic process|0015937||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064105.1, product:type I pantothenate kinase, protein_id:WP_011064105.1	HH203_RS28370		coaA
gene_05640	6518601	6518816	inference:COORDINATES: similar to AA sequence:RefSeq:NP_252131.1, product:TOBE domain-containing protein, protein_id:WP_011064106.1	HH203_RS28375		
gene_05641	6518851	6519657	Ontology_term:GO:0005524, gene:ssuB, go_function:ATP binding|0005524||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010453298.1, product:aliphatic sulfonates ABC transporter ATP-binding protein, protein_id:WP_011064107.1	HH203_RS28380		ssuB
gene_05642	6519654	6520442	Ontology_term:GO:0055085, Ontology_term:GO:0016020, gene:ssuC, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009051383.1, product:aliphatic sulfonate ABC transporter permease SsuC, protein_id:WP_011064108.1	HH203_RS28385		ssuC
gene_05643	6520452	6521600	Ontology_term:GO:0006790, Ontology_term:GO:0008726, Ontology_term:GO:0010181, gene:ssuD, go_function:alkanesulfonate monooxygenase activity|0008726||IEA, go_function:FMN binding|0010181||IEA, go_process:sulfur compound metabolic process|0006790||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_252134.1, product:FMNH2-dependent alkanesulfonate monooxygenase, protein_id:WP_011064109.1	HH203_RS28390		ssuD
gene_05644	6521625	6522590	inference:COORDINATES: similar to AA sequence:RefSeq:NP_252135.1, product:sulfonate ABC transporter substrate-binding protein, protein_id:WP_011064110.1	HH203_RS28395		
gene_05645	6522680	6523273	Ontology_term:GO:0046306, Ontology_term:GO:0008752, gene:ssuE, go_function:FMN reductase (NAD(P)H) activity|0008752||IEA, go_process:alkanesulfonate catabolic process|0046306||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019694161.1, product:NADPH-dependent FMN reductase, protein_id:WP_011064111.1	HH203_RS28400		ssuE
gene_05646	6523585	6524223	Ontology_term:GO:0098869, Ontology_term:GO:0008379, Ontology_term:GO:0051920, go_function:thioredoxin peroxidase activity|0008379||IEA, go_function:peroxiredoxin activity|0051920||IEA, go_process:cellular oxidant detoxification|0098869||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_252140.1, product:peroxiredoxin, protein_id:WP_011064112.1	HH203_RS28405		
gene_05647	6524497	6525822	Ontology_term:GO:0006811, Ontology_term:GO:0015802, Ontology_term:GO:0015288, Ontology_term:GO:0009279, Ontology_term:GO:0019867, Ontology_term:GO:0046930, go_function:porin activity|0015288||IEA, go_process:monoatomic ion transport|0006811||IEA, go_process:basic amino acid transport|0015802||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064113.1, product:OprD family porin, protein_id:WP_011064113.1	HH203_RS28410		
gene_05648	6526324	6527622	Ontology_term:GO:0006592, Ontology_term:GO:0004042, gene:argA, go_function:acetyl-CoA:L-glutamate N-acetyltransferase activity|0004042||IEA, go_process:ornithine biosynthetic process|0006592||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253891.1, product:amino-acid N-acetyltransferase, protein_id:WP_011064114.1	HH203_RS28415		argA
gene_05649	6527759	6528916	Ontology_term:GO:0006526, Ontology_term:GO:0019213, gene:argE, go_function:deacetylase activity|0019213||IEA, go_process:arginine biosynthetic process|0006526||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093577.1, product:acetylornithine deacetylase, protein_id:WP_011064115.1	HH203_RS28420		argE
gene_05650	6529075	6530442	inference:COORDINATES: similar to AA sequence:RefSeq:WP_003234780.1, product:CYTH domain-containing protein, protein_id:WP_011064116.1	HH203_RS28425		
gene_05651	6530452	6530922	Ontology_term:GO:0003677, go_function:DNA binding|0003677||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010207358.1, product:Lrp/AsnC family transcriptional regulator, protein_id:WP_011064117.1	HH203_RS28430		
gene_05652	6531047	6531364	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064118.1, product:hypothetical protein, protein_id:WP_011064118.1	HH203_RS28435		
gene_05653	6531478	6533256	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064119.1, product:GspE/PulE family protein, protein_id:WP_011064119.1	HH203_RS28440		
gene_05654	6533327	6534934	Ontology_term:GO:0098561, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003102476.1, product:methyl-accepting chemotaxis protein, protein_id:WP_011064120.1	HH203_RS28445		
gene_05655	6535060	6535980	Ontology_term:GO:0016020, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064121.1, product:SPFH domain-containing protein, protein_id:WP_011064121.1	HH203_RS28450		
gene_05656	6535991	6536440	Ontology_term:GO:0016020, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093574.1, product:NfeD family protein, protein_id:WP_011064122.1	HH203_RS28455		
gene_05657	6536511	6536828	inference:COORDINATES: similar to AA sequence:RefSeq:WP_020797281.1, product:DUF2388 domain-containing protein, protein_id:WP_011064123.1	HH203_RS28460		
gene_05658	6536901	6537572	Ontology_term:GO:0006355, Ontology_term:GO:0003677, Ontology_term:GO:0003700, go_function:DNA binding|0003677||IEA, go_function:DNA-binding transcription factor activity|0003700||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064124.1, product:TetR/AcrR family transcriptional regulator, protein_id:WP_011064124.1	HH203_RS28465		
gene_05659	6537714	6538598	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093573.1, product:hypothetical protein, protein_id:WP_011064125.1	HH203_RS28470		
gene_05660	6538650	6539252	Ontology_term:GO:0006355, Ontology_term:GO:0003677, go_function:DNA binding|0003677||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064126.1, product:TetR/AcrR family transcriptional regulator, protein_id:WP_011064126.1	HH203_RS28475		
