gene_callers_id	chrom_start	chrom_end	COG_accession	COG_function	KO_accession	KEGG_function
5658	6554992	6556216	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	K18800	2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
5659	6556219	6556705	COG2050	Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)		
5660	6556697	6557885	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	K03185	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
5661	6557881	6559216	COG0006	Xaa-Pro aminopeptidase (PepP) (PDB:1A16)	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]
5662	6559239	6559797	COG3079	Uncharacterized conserved protein YgfB, UPF0149 family (YgfB) (PDB:1IZM)	K09895	uncharacterized protein
5663	6560032	6560242			K09892	cell division protein ZapB
5664	6560238	6560562	COG3027	Cell division protein ZapA, inhibits GTPase activity of FtsZ (ZapA) (PDB:1T3U)	K09888	cell division protein ZapA
5665	6560854	6561460	COG0212	5-formyltetrahydrofolate cyclo-ligase (FAU1) (PDB:1SBQ)	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
5666	6561493	6561643				
5667	6561839	6562289	COG2947	Predicted RNA-binding protein, contains EVE domain (EVE) (PDB:1ZCE) (PUBMED:32652237)		
5668	6562477	6563443	COG1566	Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO)	K01993	HlyD family secretion protein
5669	6563439	6566166	COG0842!!!COG1131	ABC-type multidrug transport system, permease component (YadH)!!!ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)	K01990, K01992, K13926, K25182	ABC-2 type transport system ATP-binding protein, ABC-2 type transport system permease protein, ribosome-dependent ATPase, drug efflux transport system ATP-binding protein
5670	6566165	6567284	COG0842	ABC-type multidrug transport system, permease component (YadH)	K01992	ABC-2 type transport system permease protein
5671	6567375	6567783	COG1580	Flagellar basal body-associated protein FliL (FliL)	K02415	flagellar protein FliL
5672	6567941	6568919	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)	K00344	NADPH:quinone reductase [EC:1.6.5.5]
5673	6568935	6569586	COG3703	Gamma-glutamylcyclotransferase ChaC2 (glutathione degradation) (ChaC2) (PDB:5HWI) (PUBMED:27913623)	K07232	glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
5674	6569800	6570769	COG0543!!!COG0633	NAD(P)H-flavin reductase (Mcr1) (PDB:3A1F)!!!Ferredoxin (Fdx) (PDB:1KRH)	K00523	CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]
5675	6570768	6572235	COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase (UbiD) (PDB:2IDB) (PUBMED:28057757)	K03182	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]
5676	6572360	6573620	COG1158	Transcription termination factor Rho (Rho) (PDB:1PVO)	K03628	transcription termination factor Rho
5677	6573867	6574197	COG3118	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family (CnoX) (PDB:3QDN) (PUBMED:21498507;29754824)	K03671	thioredoxin 1
5678	6574571	6576074	COG0248	Exopolyphosphatase/pppGpp-phosphohydrolase (GppA) (PDB:1T6C)	K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
5679	6576247	6578467	COG0855	Polyphosphate kinase (Ppk) (PDB:1XDO)	K00937	polyphosphate kinase [EC:2.7.4.1]
5680	6578485	6579499	COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase (HemB) (PDB:1I8J)	K01698	porphobilinogen synthase [EC:4.2.1.24]
5681	6579706	6580321	COG0586	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family (DedA) (PUBMED:24312110;25917916)	K03975	membrane-associated protein
5682	6580301	6581537	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)	K15537	alkylglycerol monooxygenase [EC:1.14.16.5]
5683	6581650	6582319	COG3155	Glyoxalase ElbB, DJ-1 superfamily (ElbB) (PDB:1VHQ) (PUBMED:26678554)		
5684	6582337	6582793	COG1671	Uncharacterized conserved protein YaiI, UPF0178 family (YaiI)	K09768	uncharacterized protein
5685	6582872	6584771	COG0672!!!COG3258	High-affinity Fe2+/Pb2+ permease (FTR1)!!!Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain (TsdA) (PUBMED:32457501)	K07243	high-affinity iron transporter
5686	6585097	6585730	COG1280	Threonine/homoserine/homoserine lactone efflux protein (RhtB)	K05834	homoserine/homoserine lactone efflux protein
5687	6585838	6586420	COG0668	Small-conductance mechanosensitive channel (MscS) (PDB:2OAU)		
5688	6586419	6588330	COG0488	ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD)	K06158	ATP-binding cassette, subfamily F, member 3
5689	6588380	6588845	COG5589	Uncharacterized conserved protein, DUF2390 domain		
5690	6588841	6589954	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) (NuoI) (PDB:1B0P)		
5691	6590147	6590813	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase (FkpA) (PDB:1A7X)	K03773	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]
5692	6590873	6591359	COG3160	Regulator of sigma D (Rsd) (PDB:2P7V)	K07740	regulator of sigma D
5693	6591539	6592061	COG1495	Disulfide bond formation protein DsbB (DsbB) (PDB:2LTQ)	K03611	protein dithiol:quinone oxidoreductase [EC:1.8.5.9]
5694	6592214	6593453	COG3071	Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY) (HemYx)	K02498	HemY protein
5695	6593449	6594589	COG2959	Proteobacterial HemX domain, involved in 2-ketogluconate production (unrelated to B. subtilis HemX, COG0755, no evidence of involvement in heme biosynthesis) (HemX) (PUBMED:26256849)	K02496	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
5696	6594606	6595374	COG1587	Uroporphyrinogen-III synthase (HemD) (PDB:1JR2)	K02496, K01719	uroporphyrin-III C-methyltransferase [EC:2.1.1.107], uroporphyrinogen-III synthase [EC:4.2.1.75]
5697	6595370	6596312	COG0181	Porphobilinogen deaminase (HemC) (PDB:1AH5)	K01749	hydroxymethylbilane synthase [EC:2.5.1.61]
5698	6596438	6597185	COG3279	DNA-binding response regulator, LytR/AlgR family (LytT) (PDB:3BS1)	K08083, K02477	two-component system, LytTR family, response regulator AlgR, two-component system, LytTR family, response regulator
5699	6597811	6599206	COG0165	Argininosuccinate lyase (ArgH) (PDB:1AOS)	K01755	argininosuccinate lyase [EC:4.3.2.1]
5700	6599257	6599905	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	K00799	glutathione S-transferase [EC:2.5.1.18]
5701	6600030	6600315				
5702	6600509	6600755				
5703	6600924	6603771	COG3072	Adenylate cyclase, class I (CyaA)	K05851	adenylate cyclase, class 1 [EC:4.6.1.1]
5704	6603778	6604192	COG0782	Transcription elongation factor, GreA/GreB family (GreA) (PDB:1GRJ)	K06140	regulator of nucleoside diphosphate kinase
5705	6604334	6604568	COG3313	Predicted Fe-S protein YdhL, DUF1289 family (YdhL)	K06938	uncharacterized protein
5706	6604572	6604905	COG1965	Fe-S cluster assembly protein CyaY, frataxin homolog (CyaY) (PDB:1EKG)	K06202	iron-sulfur cluster assembly protein CyaY
5707	6605144	6605303	COG5567	Small periplasmic lipoprotein YifL (function unknown) (YifL)		
5708	6605312	6606560	COG0019	Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]
5709	6606564	6607395	COG0253	Diaminopimelate epimerase (DapF) (PDB:1BWZ)	K01778	diaminopimelate epimerase [EC:5.1.1.7]
5710	6607408	6608134	COG3159	Uncharacterized conserved protein YigA, DUF484 family (YigA) (PDB:3E98)	K09921	uncharacterized protein
5711	6608136	6609033	COG4973	Site-specific recombinase XerC (XerC)	K03733	integrase/recombinase XerC
5712	6609032	6609737	COG1011	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)	K20862, K07025	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104], putative hydrolase of the HAD superfamily
5713	6609863	6610187				
5714	6610289	6610715	COG0432	Thiamin phosphate synthase YjbQ, UPF0047 family (YjbQ) (PDB:1VE0)		
5715	6610925	6612263	COG0004	Ammonia channel protein AmtB (AmtB) (PDB:1U77)	K03320	ammonium transporter, Amt family
5716	6612296	6612635	COG0347	Nitrogen regulatory protein PII (GlnK) (PDB:2GW8) (PUBMED:24610711)	K04751, K04752	nitrogen regulatory protein P-II 1, nitrogen regulatory protein P-II 2
5717	6612907	6613312	COG2960	Ubiquinone biosynthesis accessory factor UbiK (UbiK) (PUBMED:28559279)	K09806	ubiquinone biosynthesis accessory factor UbiK
5718	6613479	6614973	COG0606	Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family (YifB)	K07391	magnesium chelatase family protein
5719	6614977	6616192	COG2017	Galactose mutarotase or related enzyme (GalM) (PDB:1LUR)		
5720	6616304	6616883	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)		
5721	6616909	6617923				
5722	6617926	6618895				
5723	6619014	6620991	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	K03406	methyl-accepting chemotaxis protein
5724	6621183	6622104	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator
5725	6622260	6623661	COG0534	Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)	K03327	multidrug resistance protein, MATE family
5726	6623679	6625353	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain		
5727	6625354	6625480				
5728	6625621	6627631	COG0210	Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)	K03657, K03656	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4], ATP-dependent DNA helicase Rep [EC:5.6.2.4]
5729	6627687	6628260	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein (Apt) (PDB:1QB7)	K03816	xanthine phosphoribosyltransferase [EC:2.4.2.22]
5730	6628364	6630296	COG0427	Propionyl CoA:succinate CoA transferase (ACH1) (PDB:2G39) (PUBMED:10769117)		
5731	6630432	6630861	COG3245	Cytochrome c5 (CytC5) (PDB:1CC5)		
5732	6631031	6631580	COG0662!!!COG1396	Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)!!!Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)	K14056	HTH-type transcriptional regulator, repressor for puuD
5733	6631711	6632785	COG0787	Alanine racemase (Alr) (PDB:1BD0)	K01775	alanine racemase [EC:5.1.1.1]
5734	6632876	6633230	COG0251	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
5735	6633201	6634503	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	K00285	D-amino-acid dehydrogenase [EC:1.4.5.1]
5736	6634659	6635148	COG1522	DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
5737	6635189	6635543	COG0727	Uncharacterized protein YkgJ, contains CxxCxxCC motif (YkgJ)	K06940	uncharacterized protein
5738	6635691	6636984	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	K09471	gamma-glutamylputrescine oxidase [EC:1.4.3.-]
5739	6637011	6637257	COG5457	Uncharacterized conserved protein YjiS, DUF1127 family (YjiS)		
5740	6637436	6638861	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain (ARO8) (PDB:2R2N)		
5741	6638927	6640496	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase (Cls) (PDB:1BYR)	K06132	cardiolipin synthase C [EC:2.7.8.-]
5742	6640500	6641646	COG2807	Cyanate permease (CynX)		
5743	6641773	6643267	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	K12254, K09472	4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-], 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
5744	6643505	6643868	COG3450	Predicted enzyme of the cupin superfamily (PDB:1LKN)	K06995	uncharacterized protein
5745	6643926	6644082	COG0267	Ribosomal protein L33 (RpmG) (PDB:1VS6)	K02913	large subunit ribosomal protein L33
5746	6644093	6644330	COG0227	Ribosomal protein L28 (RpmB) (PDB:2JZ6)	K02902	large subunit ribosomal protein L28
5747	6644805	6646389	COG0747	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	K12368, K02035	dipeptide transport system substrate-binding protein, peptide/nickel transport system substrate-binding protein
5748	6646437	6647112	COG2003	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif (RadC) (PDB:2QLC) (PUBMED:9695921)	K03630	DNA repair protein RadC
5749	6647244	6648453	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC (CoaBC) (PDB:3QJG)	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]
5750	6648458	6648914	COG0756	dUTP pyrophosphatase (dUTPase) (Dut) (PDB:1DUC)	K01520	dUTP diphosphatase [EC:3.6.1.23]
5751	6649175	6650573	COG1109	Phosphomannomutase (ManB) (PDB:6MNV)	K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
5752	6650597	6651503	COG0548	N-acetylglutamate kinase (ArgB) (PDB:3S6G)	K00930	acetylglutamate kinase [EC:2.7.2.8]
5753	6651654	6652299	COG0461	Orotate phosphoribosyltransferase (PyrE) (PDB:4WML)	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]
5754	6652380	6653160	COG0708	Exonuclease III (XthA) (PDB:1AKO)	K01142	exodeoxyribonuclease III [EC:3.1.11.2]
5755	6653221	6653590	COG3296	Uncharacterized Tic20-related protein, DUF4870 domain (Tic20a) (PUBMED:9817756;20100520)	K09940	uncharacterized protein
5756	6653620	6654343	COG0689	Ribonuclease PH (Rph) (PDB:1UDO)	K00989	ribonuclease PH [EC:2.7.7.56]
5757	6654615	6655479	COG1561	Uncharacterized stationary-phase protein YicC, UPF0701 family (YicC) (PUBMED:1925027)		
5758	6655489	6656110	COG0194	Guanylate kinase (Gmk) (PDB:1EX6)	K00942	guanylate kinase [EC:2.7.4.8]
5759	6656278	6656542	COG1758	DNA-directed RNA polymerase, subunit K/omega (RpoZ) (PDB:3LU0)	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]
5760	6656599	6658705	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily (SpoT) (PDB:1TDJ)	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
5761	6658729	6659110	COG0251	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
5762	6659165	6659906				
5763	6660027	6660885	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)		
5764	6661075	6662080	COG0811	Biopolymer transport protein ExbB/TolQ (TolQ) (PDB:5SV0)	K03561	biopolymer transport protein ExbB
5765	6662086	6662515	COG0848	Biopolymer transport protein ExbD (ExbD) (PDB:2JWK)	K03559	biopolymer transport protein ExbD
5766	6662511	6663264	COG0810	Periplasmic protein TonB, links inner and outer membranes (TonB) (PDB:1IHR)	K03832	periplasmic protein TonB
5767	6663412	6664333	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
5768	6664342	6666418	COG1200	RecG-like helicase (RecG) (PDB:1GM5)	K03655	ATP-dependent DNA helicase RecG [EC:5.6.2.4]
5769	6666497	6667898	COG1639!!!COG2606	HD-like signal output (HDOD) domain, no enzymatic activity (HDOD) (PDB:1VQR)!!!Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC (EbsC) (PDB:1DBU)		
5770	6667956	6668340	COG0243	Anaerobic selenocysteine-containing dehydrogenase (BisC) (PDB:1EU1)		
5771	6668480	6669497			K06077	outer membrane lipoprotein SlyB
5772	6669493	6671206	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain (YfmG) (PDB:2AFT)		
5773	6671198	6672401	COG4591	ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)		
5774	6672400	6673117	COG1136	ABC-type lipoprotein export system, ATPase component (LolD) (PDB:5GKO)		
5775	6673116	6676200	COG0515	Serine/threonine protein kinase (SPS1) (PDB:6G4J)	K12132, K11912	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1], serine/threonine-protein kinase PpkA [EC:2.7.11.1]
5776	6676202	6676937	COG0631	Serine/threonine protein phosphatase PrpC (PTC1) (PDB:6IHL)	K20074, K11915	PPM family protein phosphatase [EC:3.1.3.16], serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]
5777	6676937	6677591	COG3913	Regulator of T6SS expression TagF, TagF/ImpM/SciT family (unrelated to teichoic acid polymerase TagF of B.subtilis, COG1887) (SciT) (PDB:2QNU) (PUBMED:30659530)	K11890	type VI secretion system protein ImpM
5778	6677587	6681094	COG3523	Type VI protein secretion system component VasK (IcmF)	K11891	type VI secretion system protein ImpL
5779	6681090	6682416	COG1360!!!COG3455	Flagellar motor protein MotB (MotB)!!!Type VI protein secretion system component TssL/VasF/DotU (DotU) (PDB:3U66) (PUBMED:25471186)	K11892	type VI secretion system protein ImpK
5780	6682422	6683757	COG3522	Predicted component of the type VI protein secretion system (PDB:5M2Y)	K11893	type VI secretion system protein ImpJ
5781	6683772	6684279	COG3521	Predicted component of the type VI protein secretion system (PDB:3RX9)	K11906	type VI secretion system protein VasD
5782	6684343	6685828	COG3456	Predicted component of the type VI protein secretion system, contains a FHA domain (PDB:1DMZ) (PUBMED:16698547)	K11894, K11913	type VI secretion system protein ImpI, type VI secretion system protein
5783	6686232	6687240	COG3515	Type VI protein secretion system component TssA1/VasJ/EvfE, contains ImpA_N domain (TssA1) (PDB:6RIU)	K11902	type VI secretion system protein ImpA
5784	6687321	6687837	COG3516	Predicted component TssA of the type VI protein secretion system (TssB) (PDB:5N8N)	K11901	type VI secretion system protein ImpB
5785	6687853	6689347	COG3517	Predicted component TssB of the type VI protein secretion system, VipA/VipB/TssB family (PDB:5MYU)	K11900	type VI secretion system protein ImpC
5786	6689465	6689954	COG3157	Type VI protein secretion system component Hcp (secreted cytotoxin) (Hcp) (PDB:1Y12)	K11903	type VI secretion system secreted protein Hcp
5787	6690114	6690630	COG3518	Predicted component of the type VI protein secretion system	K11897	type VI secretion system protein ImpF
5788	6690626	6692486	COG3519	Type VI protein secretion system component VasA (VasA)	K11896	type VI secretion system protein ImpG
5789	6692449	6693502	COG3520	Predicted component of the type VI protein secretion system (PDB:6N38)	K11895	type VI secretion system protein ImpH
5790	6693494	6696170	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	K11907	type VI secretion system protein VasG
5791	6696300	6698238	COG3501	Uncharacterized conserved protein VgrG, implicated in type VI secretion and phage assembly (VgrG) (PDB:6SJL) (PUBMED:16980477)	K11904	type VI secretion system secreted protein VgrG
